         53412031 function calls (52113818 primitive calls) in 434.365 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    13964    0.043    0.000    0.043    0.000 passiveVent.py:20(computeDerivatives)
        1    0.000    0.000    0.043    0.043 socket.py:4(<module>)
     6591    0.043    0.000    0.043    0.000 {built-in method _locale.nl_langinfo}
      646    0.006    0.000    0.042    0.000 <frozen importlib._bootstrap>:156(__enter__)
       10    0.000    0.000    0.041    0.004 pyparsing.py:5120(__init__)
     32/9    0.000    0.000    0.040    0.004 pyparsing.py:4466(leaveWhitespace)
      286    0.007    0.000    0.040    0.000 overrides.py:72(verify_matching_signatures)
        1    0.001    0.001    0.040    0.040 numeric.py:1(<module>)
        4    0.021    0.005    0.039    0.010 codata.py:1498(parse_constants_2002to2014)
     2456    0.015    0.000    0.039    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
    13438    0.039    0.000    0.039    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.038    0.038 _pickle.py:1(<module>)
        1    0.000    0.000    0.038    0.038 table.py:9(<module>)
        1    0.000    0.000    0.038    0.038 _pep440.py:1(<module>)
       20    0.000    0.000    0.038    0.002 font_manager.py:177(list_fonts)
      410    0.003    0.000    0.037    0.000 pyparsing.py:1423(copy)
        1    0.000    0.000    0.037    0.037 index_tricks.py:1(<module>)
       20    0.003    0.000    0.037    0.002 font_manager.py:183(<listcomp>)
     6669    0.037    0.000    0.037    0.000 {built-in method builtins.print}
     1111    0.016    0.000    0.036    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
        1    0.000    0.000    0.036    0.036 _constraints.py:1(<module>)
       44    0.003    0.000    0.035    0.001 {built-in method builtins.eval}
      410    0.011    0.000    0.035    0.000 copy.py:66(copy)
      535    0.009    0.000    0.034    0.000 <frozen importlib._bootstrap_external>:976(get_data)
        1    0.000    0.000    0.034    0.034 _pep440.py:285(Version)
     56/9    0.001    0.000    0.033    0.004 pyparsing.py:3897(leaveWhitespace)
       16    0.000    0.000    0.032    0.002 rcsetup.py:843(cycler)
        1    0.000    0.000    0.032    0.032 Image.py:27(<module>)
     1126    0.009    0.000    0.032    0.000 colors.py:124(_is_nth_color)
      465    0.006    0.000    0.032    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
      183    0.008    0.000    0.031    0.000 sre_compile.py:536(_compile_info)
        3    0.000    0.000    0.031    0.010 __init__.py:2(<module>)
        1    0.004    0.004    0.031    0.031 pyplot.py:2138(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.031    0.031 __init__.py:17(<module>)
        1    0.000    0.000    0.030    0.030 misc.py:1(<module>)
       11    0.000    0.000    0.030    0.003 pyparsing.py:1901(parseString)
   114/56    0.001    0.000    0.030    0.001 pyparsing.py:3968(copy)
      140    0.004    0.000    0.030    0.000 deprecation.py:168(deprecate)
      740    0.015    0.000    0.030    0.000 lsoda.py:182(_call_impl)
        2    0.000    0.000    0.029    0.015 font_manager.py:300(get_fontconfig_fonts)
       12    0.015    0.001    0.029    0.002 artist.py:1273(<listcomp>)
      616    0.008    0.000    0.029    0.000 _inspect.py:96(getargspec)
      656    0.007    0.000    0.029    0.000 <__array_function__ internals>:2(reshape)
        2    0.000    0.000    0.029    0.014 shape_base.py:1(<module>)
      656    0.012    0.000    0.028    0.000 lsoda.py:176(__init__)
        7    0.005    0.001    0.028    0.004 enum.py:462(<listcomp>)
       10    0.000    0.000    0.028    0.003 pyparsing.py:3140(__init__)
        2    0.001    0.000    0.027    0.014 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.027    0.027 iterative.py:1(<module>)
      512    0.027    0.000    0.027    0.000 {method 'read' of '_io.BufferedReader' objects}
      831    0.005    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
        1    0.000    0.000    0.026    0.026 font_manager.py:286(_call_fc_list)
        2    0.000    0.000    0.026    0.013 subprocess.py:377(check_output)
        2    0.000    0.000    0.026    0.013 subprocess.py:460(run)
        1    0.000    0.000    0.026    0.026 subprocess.py:10(<module>)
      354    0.026    0.000    0.026    0.000 {built-in method builtins.compile}
       20    0.000    0.000    0.025    0.001 <__array_function__ internals>:2(hstack)
        1    0.000    0.000    0.025    0.025 lapack.py:1(<module>)
        1    0.000    0.000    0.025    0.025 _root.py:1(<module>)
        1    0.000    0.000    0.025    0.025 _basic.py:1(<module>)
   260/11    0.005    0.000    0.025    0.002 pyparsing.py:1647(_parseNoCache)
       20    0.000    0.000    0.025    0.001 shape_base.py:286(hstack)
        3    0.000    0.000    0.025    0.008 patches.py:1867(pprint_styles)
      282    0.007    0.000    0.025    0.000 function_base.py:451(add_newdoc)
        8    0.001    0.000    0.024    0.003 enum.py:392(_create_)
     6561    0.024    0.000    0.024    0.000 codecs.py:186(__init__)
    63/11    0.001    0.000    0.024    0.002 pyparsing.py:4049(parseImpl)
   114/56    0.001    0.000    0.024    0.000 pyparsing.py:3970(<listcomp>)
        1    0.000    0.000    0.024    0.024 category.py:1(<module>)
       56    0.001    0.000    0.024    0.000 pyparsing.py:3901(<listcomp>)
      751    0.011    0.000    0.024    0.000 inspect.py:494(unwrap)
       28    0.000    0.000    0.024    0.001 <__array_function__ internals>:2(atleast_1d)
       54    0.002    0.000    0.024    0.000 deprecation.py:333(_delete_parameter)
        4    0.012    0.003    0.024    0.006 stringsource:60(__pyx_convert_vector_to_py_std_3a__3a_vector_3c_double_3e___)
       28    0.008    0.000    0.024    0.001 shape_base.py:24(atleast_1d)
        1    0.000    0.000    0.023    0.023 blocking_input.py:1(<module>)
      928    0.006    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
       26    0.000    0.000    0.023    0.001 _basic.py:16(_dispatch)
        1    0.000    0.000    0.023    0.023 pathlib.py:1(<module>)
       26    0.000    0.000    0.023    0.001 _backend.py:93(generate_multimethod)
     6680    0.022    0.000    0.022    0.000 {method 'find' of 'str' objects}
     2945    0.016    0.000    0.022    0.000 inspect.py:2835(<genexpr>)
     1455    0.013    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
     6813    0.021    0.000    0.022    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.022    0.022 secrets.py:1(<module>)
      364    0.004    0.000    0.022    0.000 {built-in method builtins.all}
 1194/382    0.015    0.000    0.021    0.000 sre_parse.py:174(getwidth)
      104    0.002    0.000    0.021    0.000 pathlib.py:901(relative_to)
       18    0.000    0.000    0.021    0.001 rcsetup.py:437(validate_font_properties)
        1    0.000    0.000    0.021    0.021 backend_bases.py:1(<module>)
        9    0.000    0.000    0.021    0.002 fontconfig_pattern.py:119(parse)
     6096    0.021    0.000    0.021    0.000 sre_parse.py:233(__next)
        3    0.000    0.000    0.021    0.007 patches.py:1871(<listcomp>)
        1    0.000    0.000    0.021    0.021 _version.py:7(<module>)
       26    0.004    0.000    0.020    0.001 _backend.py:225(get_defaults)
        2    0.000    0.000    0.020    0.010 subprocess.py:1086(communicate)
      614    0.006    0.000    0.020    0.000 <frozen importlib._bootstrap_external>:1433(_get_spec)
     2121    0.013    0.000    0.020    0.000 sre_parse.py:172(append)
      485    0.005    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:533(_validate_timestamp_pyc)
     2252    0.013    0.000    0.019    0.000 sre_parse.py:160(__len__)
       12    0.004    0.000    0.019    0.002 enum.py:136(__new__)
      260    0.010    0.000    0.019    0.000 sre_compile.py:276(_optimize_charset)
        1    0.000    0.000    0.019    0.019 matfuncs.py:1(<module>)
     1111    0.012    0.000    0.019    0.000 <frozen importlib._bootstrap>:87(acquire)
        1    0.000    0.000    0.019    0.019 pickle.py:1(<module>)
     1111    0.012    0.000    0.018    0.000 <frozen importlib._bootstrap>:112(release)
        1    0.000    0.000    0.018    0.018 npyio.py:1(<module>)
       30    0.000    0.000    0.018    0.001 __init__.py:652(__init__)
        1    0.000    0.000    0.018    0.018 fromnumeric.py:1(<module>)
       30    0.001    0.000    0.018    0.001 _collections_abc.py:848(update)
      805    0.010    0.000    0.017    0.000 <frozen importlib._bootstrap>:185(cb)
     1903    0.012    0.000    0.017    0.000 <frozen importlib._bootstrap>:878(__exit__)
     5265    0.017    0.000    0.017    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
     1903    0.011    0.000    0.017    0.000 <frozen importlib._bootstrap>:874(__enter__)
     1022    0.004    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:1272(_path_importer_cache)
        1    0.000    0.000    0.017    0.017 defmatrix.py:1(<module>)
     1008    0.005    0.000    0.017    0.000 colors.py:266(<genexpr>)
        1    0.000    0.000    0.016    0.016 _parser.py:2(<module>)
     1046    0.010    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
     5194    0.016    0.000    0.016    0.000 {method 'rpartition' of 'str' objects}
      499    0.005    0.000    0.016    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.016    0.016 defchararray.py:1(<module>)
      656    0.005    0.000    0.016    0.000 fromnumeric.py:199(reshape)
      376    0.002    0.000    0.016    0.000 __init__.py:686(__getitem__)
        1    0.000    0.000    0.016    0.016 interpolate.py:1(<module>)
        7    0.000    0.000    0.016    0.002 __init__.py:109(import_module)
        1    0.000    0.000    0.016    0.016 image.py:1(<module>)
      646    0.004    0.000    0.016    0.000 <frozen importlib._bootstrap>:160(__exit__)
        7    0.000    0.000    0.015    0.002 <frozen importlib._bootstrap>:1018(_gcd_import)
     1755    0.010    0.000    0.015    0.000 inspect.py:159(isfunction)
       39    0.000    0.000    0.015    0.000 {method 'update' of 'set' objects}
        5    0.000    0.000    0.015    0.003 {built-in method CoolProp.CoolProp.get_global_param_string}
        5    0.000    0.000    0.015    0.003 CoolProp.pyx:307(get_global_param_string (wrapper))
        5    0.015    0.003    0.015    0.003 CoolProp.pyx:307(get_global_param_string)
      107    0.001    0.000    0.015    0.000 posixpath.py:372(abspath)
        1    0.000    0.000    0.015    0.015 fontconfig_pattern.py:62(__init__)
       44    0.004    0.000    0.015    0.000 font_manager.py:369(ttfFontProperty)
        1    0.000    0.000    0.014    0.014 ElementTree.py:1(<module>)
      485    0.005    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:500(_classify_pyc)
      410    0.006    0.000    0.014    0.000 copy.py:258(_reconstruct)
        2    0.000    0.000    0.014    0.007 function_base.py:1(<module>)
        1    0.000    0.000    0.014    0.014 linalg.py:1(<module>)
      3/2    0.000    0.000    0.014    0.007 pyplot.py:216(switch_backend)
        1    0.000    0.000    0.014    0.014 minpack.py:1(<module>)
        1    0.000    0.000    0.014    0.014 pyparsing.py:5843(makeHTMLTags)
        1    0.000    0.000    0.014    0.014 pyparsing.py:5806(_makeTags)
       11    0.000    0.000    0.013    0.001 decorator.py:200(create)
        1    0.007    0.007    0.013    0.013 codata.py:1510(parse_constants_2018toXXXX)
     2049    0.013    0.000    0.013    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.013    0.001 decorator.py:223(decorate)
     2767    0.010    0.000    0.013    0.000 sre_parse.py:249(match)
      535    0.013    0.000    0.013    0.000 {built-in method io.open_code}
     2272    0.013    0.000    0.013    0.000 cea_obj.py:159(getIsp)
     1428    0.009    0.000    0.013    0.000 sre_parse.py:286(tell)
      425    0.006    0.000    0.013    0.000 artist.py:1363(aliased_name)
        1    0.000    0.000    0.013    0.013 signal.py:1(<module>)
      805    0.008    0.000    0.013    0.000 <frozen importlib._bootstrap>:58(__init__)
       31    0.001    0.000    0.013    0.000 _base.py:56(__set_name__)
       98    0.001    0.000    0.013    0.000 inspect.py:2878(replace)
     1424    0.008    0.000    0.013    0.000 _asarray.py:86(asanyarray)
        1    0.000    0.000    0.013    0.013 PngImagePlugin.py:34(<module>)
        1    0.000    0.000    0.012    0.012 __init__.py:435(StrFormatStyle)
        1    0.000    0.000    0.012    0.012 _datasource.py:1(<module>)
     2271    0.012    0.000    0.012    0.000 cea_obj.py:140(setIsp)
       20    0.000    0.000    0.012    0.001 pyparsing.py:4686(parseImpl)
     72/4    0.001    0.000    0.012    0.003 pyparsing.py:1835(_parseCache)
     4000    0.012    0.000    0.012    0.000 stringsource:60(__pyx_convert_vector_to_py_double)
       69    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1259(_path_hooks)
       66    0.001    0.000    0.012    0.000 pyparsing.py:2138(__add__)
       12    0.001    0.000    0.012    0.001 __init__.py:1852(_define_aliases)
      656    0.007    0.000    0.012    0.000 base.py:229(__init__)
     1397    0.008    0.000    0.012    0.000 <frozen importlib._bootstrap>:398(parent)
        1    0.000    0.000    0.011    0.011 decoder.py:1(<module>)
        7    0.000    0.000    0.011    0.002 warnings.py:130(filterwarnings)
      614    0.007    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:636(spec_from_file_location)
     3819    0.011    0.000    0.011    0.000 {built-in method _imp.release_lock}
     3832    0.011    0.000    0.011    0.000 {method 'pop' of 'list' objects}
     3819    0.011    0.000    0.011    0.000 {built-in method _imp.acquire_lock}
        1    0.001    0.001    0.011    0.011 numerictypes.py:1(<module>)
      107    0.003    0.000    0.011    0.000 inspect.py:545(_finddoc)
       41    0.000    0.000    0.011    0.000 <__array_function__ internals>:2(linspace)
      199    0.001    0.000    0.011    0.000 sre_parse.py:96(closegroup)
        6    0.000    0.000    0.011    0.002 _threadsafety.py:52(decorator)
     3787    0.011    0.000    0.011    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.011    0.002 _threadsafety.py:41(decorate)
        2    0.000    0.000    0.011    0.005 pyparsing.py:5679(srange)
      453    0.002    0.000    0.011    0.000 {built-in method builtins.sorted}
     3606    0.011    0.000    0.011    0.000 inspect.py:2553(name)
      510    0.003    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1017(path_stats)
       67    0.002    0.000    0.010    0.000 pyparsing.py:4011(__init__)
      612    0.005    0.000    0.010    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.010    0.010 shutil.py:1(<module>)
      107    0.006    0.000    0.010    0.000 posixpath.py:334(normpath)
     3303    0.010    0.000    0.010    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.010    0.010 _linprog.py:1(<module>)
        1    0.000    0.000    0.010    0.010 texmanager.py:1(<module>)
       41    0.003    0.000    0.010    0.000 function_base.py:23(linspace)
       28    0.004    0.000    0.010    0.000 __init__.py:345(namedtuple)
        1    0.000    0.000    0.010    0.010 scimath.py:1(<module>)
        1    0.000    0.000    0.010    0.010 animation.py:19(<module>)
       11    0.001    0.000    0.010    0.001 decorator.py:93(__init__)
        1    0.000    0.000    0.010    0.010 ivp.py:1(<module>)
     3442    0.010    0.000    0.010    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.010    0.010 string.py:1(<module>)
     2712    0.009    0.000    0.010    0.000 enum.py:580(__new__)
        1    0.000    0.000    0.010    0.010 cea_obj.py:4(<module>)
      340    0.004    0.000    0.010    0.000 pathlib.py:828(suffix)
